timestamp_ms,emg_adc,emg_rms,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,fsr_thumb,fsr_index,fsr_middle,spike_rate,membrane_potential,servo_angle,gesture_class,gesture_id
17590,843,0.824,858,849,868,828,866,651,802,796,9,1.251,160,STRONG_GRIP,9
17600,882,0.862,864,861,853,844,848,718,815,781,11,1.387,160,STRONG_GRIP,9
17610,852,0.833,852,830,821,810,833,762,792,763,10,1.325,160,STRONG_GRIP,9
17620,895,0.875,852,847,830,836,827,808,719,663,11,1.392,160,STRONG_GRIP,9
17630,815,0.797,824,838,865,837,840,752,747,764,8,1.027,160,STRONG_GRIP,9
17640,863,0.844,815,876,858,810,800,662,679,846,10,1.349,160,STRONG_GRIP,9
17650,812,0.794,831,870,871,849,870,765,762,729,8,1.16,160,STRONG_GRIP,9
17660,850,0.831,826,859,832,852,871,810,775,690,10,1.348,160,STRONG_GRIP,9
17670,840,0.821,841,822,874,832,819,802,739,753,9,1.197,160,STRONG_GRIP,9
17680,831,0.812,832,873,867,814,850,655,740,846,9,1.184,160,STRONG_GRIP,9
17690,891,0.871,834,833,862,867,817,764,803,760,11,1.386,160,STRONG_GRIP,9
17700,877,0.857,873,847,871,830,833,736,784,732,11,1.488,160,STRONG_GRIP,9
17710,807,0.789,877,800,876,802,852,741,815,828,8,1.014,160,STRONG_GRIP,9
17720,866,0.847,863,867,804,809,807,661,713,767,10,1.301,160,STRONG_GRIP,9
17730,866,0.847,849,822,839,877,876,770,795,798,10,1.386,160,STRONG_GRIP,9
17740,800,0.782,837,840,841,808,822,727,660,720,8,1.15,160,STRONG_GRIP,9
17750,825,0.806,829,833,845,868,804,838,815,805,9,1.179,160,STRONG_GRIP,9
17760,822,0.804,845,829,866,832,802,846,770,732,8,1.138,160,STRONG_GRIP,9
17770,857,0.838,856,800,872,859,868,708,695,755,10,1.203,160,STRONG_GRIP,9
17780,896,0.876,824,841,828,824,853,772,722,844,11,1.388,160,STRONG_GRIP,9
17790,837,0.818,819,822,836,861,807,814,694,746,9,1.198,160,STRONG_GRIP,9
17800,821,0.803,804,814,820,816,855,699,784,767,8,0.989,160,STRONG_GRIP,9
17810,859,0.84,806,839,844,858,874,754,704,713,10,1.249,160,STRONG_GRIP,9
17820,895,0.875,839,852,843,862,801,798,699,760,11,1.386,160,STRONG_GRIP,9
17830,808,0.79,819,817,829,864,823,824,739,755,8,1.01,160,STRONG_GRIP,9
17840,828,0.809,876,867,816,804,849,752,761,817,9,1.219,160,STRONG_GRIP,9
17850,850,0.831,810,811,812,863,807,842,658,779,10,1.34,160,STRONG_GRIP,9
17860,801,0.783,867,875,847,873,802,845,783,736,8,1.073,160,STRONG_GRIP,9
17870,802,0.784,809,842,818,813,820,773,692,677,8,1.044,160,STRONG_GRIP,9
17880,823,0.804,853,837,816,821,844,723,838,788,8,1.157,160,STRONG_GRIP,9
17890,865,0.846,832,842,830,834,836,824,749,672,10,1.396,160,STRONG_GRIP,9
17900,889,0.869,814,836,803,821,821,727,794,721,11,1.472,160,STRONG_GRIP,9
17910,893,0.873,879,879,837,823,805,845,783,675,11,1.365,160,STRONG_GRIP,9
17920,840,0.821,874,837,879,842,852,792,705,754,9,1.265,160,STRONG_GRIP,9
17930,882,0.862,856,850,823,857,872,781,659,840,11,1.488,160,STRONG_GRIP,9
17940,814,0.796,862,818,862,855,820,811,794,795,8,1.059,160,STRONG_GRIP,9
17950,850,0.831,864,842,856,809,836,825,769,718,10,1.225,160,STRONG_GRIP,9
17960,875,0.855,835,830,854,837,872,664,793,726,11,1.424,160,STRONG_GRIP,9
17970,852,0.833,855,806,856,854,851,653,692,689,10,1.375,160,STRONG_GRIP,9
17980,829,0.81,809,806,835,834,838,813,758,669,9,1.205,160,STRONG_GRIP,9
17990,858,0.839,848,825,835,842,842,748,682,749,10,1.353,160,STRONG_GRIP,9
18000,924,0.903,894,864,866,861,871,939,927,989,12,1.491,180,CRUSH,10
18010,930,0.909,862,906,904,877,893,996,960,956,13,1.587,180,CRUSH,10
18020,882,0.862,869,874,905,910,904,888,932,883,11,1.322,180,CRUSH,10
18030,920,0.899,871,876,870,890,880,986,932,859,12,1.608,180,CRUSH,10
18040,933,0.912,888,856,853,864,897,855,922,907,13,1.695,180,CRUSH,10
18050,941,0.92,859,874,893,907,874,969,960,925,13,1.62,180,CRUSH,10
18060,889,0.869,915,874,860,885,898,897,964,936,11,1.353,180,CRUSH,10
18070,886,0.866,900,866,881,875,871,990,974,861,11,1.392,180,CRUSH,10
18080,912,0.891,863,913,892,907,890,964,888,850,12,1.468,180,CRUSH,10
18090,892,0.872,858,912,872,903,896,936,850,991,11,1.335,180,CRUSH,10
18100,944,0.923,918,916,898,899,907,902,940,964,13,1.69,180,CRUSH,10
18110,897,0.877,865,851,862,894,892,903,986,922,11,1.451,180,CRUSH,10
18120,890,0.87,911,868,873,862,895,920,975,994,11,1.402,180,CRUSH,10
18130,903,0.883,903,850,916,855,904,887,965,951,12,1.538,180,CRUSH,10
18140,899,0.879,904,897,905,859,901,883,910,993,11,1.346,180,CRUSH,10
18150,926,0.905,881,892,889,914,884,918,899,861,13,1.649,180,CRUSH,10
18160,937,0.916,912,898,885,903,896,964,973,945,13,1.562,180,CRUSH,10
18170,917,0.896,879,907,881,915,900,860,997,886,12,1.447,180,CRUSH,10
18180,928,0.907,868,904,889,856,854,891,937,984,13,1.723,180,CRUSH,10
18190,928,0.907,879,890,852,889,900,881,897,920,13,1.562,180,CRUSH,10
18200,899,0.879,884,873,889,901,888,917,925,914,11,1.5,180,CRUSH,10
18210,881,0.861,855,892,889,888,877,929,912,989,11,1.342,180,CRUSH,10
18220,908,0.888,872,900,894,871,859,984,938,864,12,1.574,180,CRUSH,10
18230,925,0.904,910,910,900,887,861,926,961,915,13,1.739,180,CRUSH,10
18240,918,0.897,879,897,880,874,917,862,977,950,12,1.637,180,CRUSH,10
18250,935,0.914,868,895,864,881,898,998,914,876,13,1.754,180,CRUSH,10
18260,891,0.871,915,854,858,869,912,921,947,922,11,1.369,180,CRUSH,10
18270,895,0.875,854,878,896,871,906,932,909,907,11,1.458,180,CRUSH,10
18280,924,0.903,899,851,864,886,864,945,934,960,12,1.522,180,CRUSH,10
18290,916,0.895,890,906,874,886,889,934,895,951,12,1.484,180,CRUSH,10
18300,898,0.878,858,918,854,875,868,897,961,993,11,1.47,180,CRUSH,10
18310,897,0.877,905,870,880,850,852,874,857,911,11,1.512,180,CRUSH,10
18320,887,0.867,868,866,860,898,860,890,963,941,11,1.419,180,CRUSH,10
18330,946,0.925,889,854,871,886,860,893,926,967,13,1.663,180,CRUSH,10
18340,946,0.925,862,860,860,856,866,897,991,946,13,1.688,180,CRUSH,10
18350,944,0.923,883,858,886,879,890,896,984,991,13,1.655,180,CRUSH,10
18360,885,0.865,883,895,908,919,857,873,916,853,11,1.502,180,CRUSH,10
18370,913,0.892,858,912,859,859,899,893,967,855,12,1.52,180,CRUSH,10
18380,903,0.883,907,913,905,861,884,920,953,938,12,1.522,180,CRUSH,10
18390,939,0.918,917,878,887,871,857,912,990,995,13,1.596,180,CRUSH,10
18400,941,0.92,863,860,866,900,863,906,942,983,13,1.578,180,CRUSH,10
18410,883,0.863,860,860,857,908,870,914,942,953,11,1.351,180,CRUSH,10
18420,936,0.915,866,908,880,913,897,872,904,856,13,1.702,180,CRUSH,10
18430,891,0.871,909,901,876,861,862,921,974,909,11,1.456,180,CRUSH,10
18440,940,0.919,851,882,911,908,889,881,887,941,13,1.693,180,CRUSH,10
18450,892,0.872,903,862,888,872,863,994,873,883,11,1.395,180,CRUSH,10
18460,889,0.869,870,886,856,862,879,982,865,999,11,1.389,180,CRUSH,10
18470,923,0.902,889,886,865,892,912,864,986,914,12,1.637,180,CRUSH,10
18480,899,0.879,919,882,855,880,915,867,877,917,11,1.445,180,CRUSH,10
18490,924,0.903,907,896,915,901,885,978,888,955,12,1.583,180,CRUSH,10
18500,893,0.873,872,892,871,909,876,979,959,868,11,1.398,180,CRUSH,10
18510,946,0.925,912,854,910,856,899,895,921,925,13,1.562,180,CRUSH,10
18520,893,0.873,918,914,914,906,911,869,893,911,11,1.447,180,CRUSH,10
18530,924,0.903,860,883,895,881,854,878,897,865,12,1.562,180,CRUSH,10
18540,908,0.888,901,895,874,872,883,943,963,883,12,1.465,180,CRUSH,10
18550,908,0.888,858,915,906,888,856,959,918,985,12,1.545,180,CRUSH,10
18560,897,0.877,898,865,870,859,853,893,972,985,11,1.504,180,CRUSH,10
18570,934,0.913,868,913,889,900,858,905,930,992,13,1.592,180,CRUSH,10
18580,940,0.919,872,896,866,906,903,871,932,990,13,1.67,180,CRUSH,10
18590,945,0.924,901,863,912,877,895,877,851,976,13,1.707,180,CRUSH,10
18600,931,0.91,853,852,886,873,884,851,882,925,13,1.708,180,CRUSH,10
18610,889,0.869,911,892,918,908,858,926,912,901,11,1.455,180,CRUSH,10
18620,922,0.901,917,870,892,856,865,872,936,880,12,1.633,180,CRUSH,10
18630,885,0.865,914,908,877,867,859,856,886,935,11,1.514,180,CRUSH,10
18640,893,0.873,860,883,909,862,888,893,877,865,11,1.471,180,CRUSH,10
18650,907,0.887,917,909,861,865,902,898,911,933,12,1.536,180,CRUSH,10
18660,901,0.881,918,898,851,902,856,997,924,944,12,1.592,180,CRUSH,10
18670,938,0.917,915,852,905,866,901,856,961,982,13,1.72,180,CRUSH,10
18680,933,0.912,910,865,916,908,896,897,970,913,13,1.71,180,CRUSH,10
18690,920,0.899,871,903,854,866,890,941,871,902,12,1.578,180,CRUSH,10
18700,897,0.877,898,879,868,904,909,870,875,877,11,1.468,180,CRUSH,10
18710,912,0.891,889,878,869,869,861,969,946,969,12,1.509,180,CRUSH,10
18720,883,0.863,853,858,864,875,881,925,948,976,11,1.376,180,CRUSH,10
18730,892,0.872,905,893,879,865,861,867,990,942,11,1.504,180,CRUSH,10
18740,891,0.871,909,909,850,892,904,883,883,959,11,1.372,180,CRUSH,10
18750,908,0.888,872,883,864,902,866,913,910,957,12,1.588,180,CRUSH,10
18760,916,0.895,856,857,917,870,910,943,924,991,12,1.517,180,CRUSH,10
18770,933,0.912,916,879,867,903,870,902,932,993,13,1.712,180,CRUSH,10
18780,934,0.913,864,913,914,865,869,913,882,930,13,1.662,180,CRUSH,10
18790,948,0.927,907,888,885,917,870,912,934,983,13,1.703,180,CRUSH,10
18800,932,0.911,899,861,905,864,889,855,916,971,13,1.681,180,CRUSH,10
18810,944,0.923,866,857,913,877,862,862,935,870,13,1.667,180,CRUSH,10
18820,909,0.889,917,881,873,856,850,980,953,877,12,1.487,180,CRUSH,10
18830,925,0.904,850,887,884,903,873,871,865,862,13,1.744,180,CRUSH,10
18840,941,0.92,892,881,916,906,914,882,964,868,13,1.758,180,CRUSH,10
18850,949,0.928,864,873,876,898,872,890,905,947,13,1.715,180,CRUSH,10
18860,885,0.865,901,889,914,891,917,881,859,918,11,1.449,180,CRUSH,10
18870,940,0.919,860,917,857,898,873,868,851,904,13,1.564,180,CRUSH,10
18880,896,0.876,891,910,852,884,915,850,984,997,11,1.473,180,CRUSH,10
18890,885,0.865,904,870,900,895,884,949,857,917,11,1.348,180,CRUSH,10
18900,946,0.925,913,851,850,907,850,951,964,984,13,1.578,180,CRUSH,10
18910,897,0.877,881,894,882,898,882,877,936,902,11,1.443,180,CRUSH,10
18920,934,0.913,859,863,885,883,867,865,890,874,13,1.654,180,CRUSH,10
18930,897,0.877,917,897,919,916,867,960,867,905,11,1.393,180,CRUSH,10
18940,885,0.865,875,910,864,881,861,982,913,935,11,1.413,180,CRUSH,10
18950,924,0.903,884,875,872,862,852,878,913,962,12,1.469,180,CRUSH,10
18960,917,0.896,883,916,895,878,909,903,942,918,12,1.619,180,CRUSH,10
18970,888,0.868,859,917,907,901,883,955,884,952,11,1.492,180,CRUSH,10
18980,911,0.891,904,857,895,863,857,955,920,926,12,1.572,180,CRUSH,10
18990,893,0.873,851,910,866,897,857,866,861,995,11,1.395,180,CRUSH,10
19000,916,0.895,919,890,891,890,896,991,978,866,12,1.56,180,CRUSH,10
19010,932,0.911,880,911,857,879,915,894,867,948,13,1.592,180,CRUSH,10
19020,947,0.926,899,874,887,885,917,905,888,912,13,1.721,180,CRUSH,10
19030,937,0.916,908,897,854,885,874,868,984,915,13,1.578,180,CRUSH,10
19040,897,0.877,850,912,852,870,879,860,871,960,11,1.37,180,CRUSH,10
19050,882,0.862,879,894,885,913,903,917,952,878,11,1.418,180,CRUSH,10
19060,946,0.925,860,860,875,902,863,913,987,880,13,1.598,180,CRUSH,10
19070,889,0.869,875,869,893,911,858,920,939,873,11,1.514,180,CRUSH,10
19080,895,0.875,878,881,884,892,902,869,964,857,11,1.412,180,CRUSH,10
19090,921,0.9,919,865,918,902,894,855,972,882,12,1.631,180,CRUSH,10
19100,893,0.873,888,912,854,901,865,948,902,926,11,1.472,180,CRUSH,10
19110,932,0.911,895,864,908,899,858,875,852,949,13,1.694,180,CRUSH,10
19120,941,0.92,854,859,912,874,893,863,935,868,13,1.642,180,CRUSH,10
19130,899,0.879,860,903,873,919,866,899,859,998,11,1.507,180,CRUSH,10
19140,922,0.901,860,882,907,895,910,978,998,911,12,1.536,180,CRUSH,10
19150,935,0.914,850,870,871,903,853,914,912,992,13,1.717,180,CRUSH,10
19160,908,0.888,901,895,918,878,896,993,949,890,12,1.516,180,CRUSH,10
19170,899,0.879,918,885,907,897,851,993,960,911,11,1.322,180,CRUSH,10
19180,883,0.863,917,900,882,873,874,856,962,885,11,1.394,180,CRUSH,10
19190,915,0.894,867,855,856,861,890,874,882,936,12,1.58,180,CRUSH,10
19200,941,0.92,915,858,916,865,904,875,887,991,13,1.758,180,CRUSH,10
19210,926,0.905,891,900,868,915,896,891,887,990,13,1.588,180,CRUSH,10
19220,903,0.883,879,919,887,872,906,959,928,885,12,1.467,180,CRUSH,10
19230,880,0.86,852,863,883,919,918,953,878,897,11,1.376,180,CRUSH,10
19240,895,0.875,906,859,868,916,885,981,924,877,11,1.504,180,CRUSH,10
19250,888,0.868,855,898,871,897,870,882,902,889,11,1.482,180,CRUSH,10
19260,926,0.905,862,876,911,894,852,999,916,882,13,1.66,180,CRUSH,10
19270,925,0.904,882,907,856,864,875,988,977,876,13,1.631,180,CRUSH,10
19280,886,0.866,850,870,879,857,852,904,992,885,11,1.4,180,CRUSH,10
19290,921,0.9,899,867,899,879,888,965,989,908,12,1.562,180,CRUSH,10
19300,883,0.863,885,897,863,898,916,926,986,870,11,1.409,180,CRUSH,10
19310,895,0.875,865,877,900,905,906,959,901,933,11,1.486,180,CRUSH,10
19320,920,0.899,908,916,915,876,881,859,994,967,12,1.473,180,CRUSH,10
19330,918,0.897,867,891,853,869,877,953,893,872,12,1.598,180,CRUSH,10
19340,892,0.872,865,904,914,865,886,966,859,971,11,1.443,180,CRUSH,10
19350,933,0.912,900,901,919,908,862,861,899,906,13,1.637,180,CRUSH,10
19360,936,0.915,903,915,857,912,858,969,912,921,13,1.697,180,CRUSH,10
19370,892,0.872,858,901,911,857,894,902,912,944,11,1.512,180,CRUSH,10
19380,936,0.915,903,868,916,895,859,962,942,995,13,1.606,180,CRUSH,10
19390,902,0.882,911,860,905,904,874,858,861,988,12,1.578,180,CRUSH,10
19400,907,0.887,857,896,885,899,858,916,902,931,12,1.621,180,CRUSH,10
19410,896,0.876,902,877,912,864,868,973,935,919,11,1.337,180,CRUSH,10
19420,927,0.906,869,886,851,913,885,982,913,856,13,1.667,180,CRUSH,10
19430,901,0.881,895,889,910,895,877,936,884,978,12,1.574,180,CRUSH,10
19440,888,0.868,871,912,915,907,919,990,996,914,11,1.475,180,CRUSH,10
19450,922,0.901,866,917,878,904,856,893,982,983,12,1.539,180,CRUSH,10
19460,886,0.866,895,906,903,895,859,853,940,910,11,1.467,180,CRUSH,10
19470,902,0.882,886,852,862,883,914,925,857,932,12,1.572,180,CRUSH,10
19480,897,0.877,891,890,919,882,903,946,947,905,11,1.335,180,CRUSH,10
19490,889,0.869,893,851,863,890,851,868,929,938,11,1.489,180,CRUSH,10
19500,906,0.886,851,900,859,868,862,963,905,944,12,1.568,180,CRUSH,10
19510,938,0.917,888,870,904,906,890,919,931,898,13,1.668,180,CRUSH,10
19520,884,0.864,900,906,907,885,859,961,997,862,11,1.442,180,CRUSH,10
19530,898,0.878,905,894,909,917,906,903,886,886,11,1.359,180,CRUSH,10
19540,923,0.902,891,850,872,913,877,981,867,898,12,1.628,180,CRUSH,10
19550,918,0.897,855,902,874,914,854,857,888,960,12,1.48,180,CRUSH,10
19560,884,0.864,853,850,905,894,914,852,871,905,11,1.396,180,CRUSH,10
19570,927,0.906,880,879,915,859,908,900,972,986,13,1.6,180,CRUSH,10
19580,888,0.868,858,873,888,857,874,959,915,859,11,1.384,180,CRUSH,10
19590,938,0.917,880,860,855,919,881,888,862,908,13,1.592,180,CRUSH,10
19600,920,0.899,905,884,887,916,883,925,919,860,12,1.557,180,CRUSH,10
19610,927,0.906,873,867,876,903,904,969,870,964,13,1.584,180,CRUSH,10
19620,937,0.916,897,903,867,852,873,978,855,868,13,1.582,180,CRUSH,10
19630,922,0.901,857,918,901,896,877,895,981,969,12,1.543,180,CRUSH,10
19640,940,0.919,866,883,869,883,892,859,943,964,13,1.714,180,CRUSH,10
19650,936,0.915,912,896,852,895,885,875,987,857,13,1.637,180,CRUSH,10
19660,889,0.869,906,894,899,913,851,944,911,991,11,1.463,180,CRUSH,10
19670,894,0.874,863,880,878,876,858,869,928,906,11,1.403,180,CRUSH,10
19680,887,0.867,916,868,916,885,909,860,900,975,11,1.323,180,CRUSH,10
19690,933,0.912,866,911,891,873,866,897,933,856,13,1.65,180,CRUSH,10
19700,891,0.871,854,854,869,903,904,928,939,946,11,1.464,180,CRUSH,10
19710,909,0.889,873,852,897,871,863,897,878,899,12,1.463,180,CRUSH,10
19720,889,0.869,876,877,858,875,857,851,972,970,11,1.351,180,CRUSH,10
19730,882,0.862,857,908,851,911,898,950,997,878,11,1.444,180,CRUSH,10
19740,901,0.881,855,911,880,911,861,861,993,874,12,1.502,180,CRUSH,10
19750,897,0.877,894,917,861,898,882,867,903,961,11,1.502,180,CRUSH,10
19760,904,0.884,883,909,903,854,885,903,888,958,12,1.474,180,CRUSH,10
19770,883,0.863,914,889,886,916,880,974,936,896,11,1.498,180,CRUSH,10
19780,899,0.879,862,912,893,873,852,975,987,898,11,1.426,180,CRUSH,10
19790,881,0.861,915,880,917,886,873,893,932,890,11,1.337,180,CRUSH,10
19800,921,0.9,889,897,853,909,888,854,955,855,12,1.621,180,CRUSH,10
19810,949,0.928,861,911,876,903,861,985,923,993,13,1.696,180,CRUSH,10
19820,887,0.867,894,868,866,914,878,863,866,862,11,1.458,180,CRUSH,10
19830,942,0.921,882,878,886,895,873,991,982,974,13,1.707,180,CRUSH,10
19840,909,0.889,909,877,875,867,885,985,995,907,12,1.469,180,CRUSH,10
19850,928,0.907,897,914,882,899,853,968,933,966,13,1.718,180,CRUSH,10
19860,907,0.887,852,855,894,872,856,969,910,949,12,1.596,180,CRUSH,10
19870,903,0.883,886,894,900,894,912,878,950,958,12,1.471,180,CRUSH,10
19880,889,0.869,884,904,874,894,861,853,955,939,11,1.325,180,CRUSH,10
19890,944,0.923,902,906,877,865,870,926,891,903,13,1.612,180,CRUSH,10
19900,917,0.896,919,887,903,909,896,989,902,970,12,1.629,180,CRUSH,10
19910,905,0.885,903,889,915,917,896,979,891,943,12,1.484,180,CRUSH,10
19920,923,0.902,851,908,865,869,875,865,957,872,12,1.624,180,CRUSH,10
19930,885,0.865,886,871,855,881,866,887,994,886,11,1.368,180,CRUSH,10
19940,940,0.919,898,910,881,912,856,999,934,855,13,1.664,180,CRUSH,10
19950,895,0.875,852,858,896,891,891,872,852,978,11,1.463,180,CRUSH,10
19960,882,0.862,898,916,904,853,880,915,950,913,11,1.363,180,CRUSH,10
19970,942,0.921,915,880,896,871,895,938,968,895,13,1.642,180,CRUSH,10
19980,904,0.884,910,863,894,888,915,881,945,907,12,1.554,180,CRUSH,10
19990,885,0.865,916,899,887,852,854,903,883,888,11,1.406,180,CRUSH,10
20000,699,0.683,741,697,698,683,729,299,334,217,3,0.477,60,RELEASE,11
20010,691,0.675,683,700,742,717,663,268,288,302,3,0.488,60,RELEASE,11
20020,682,0.667,708,660,669,704,685,281,341,385,3,0.465,60,RELEASE,11
20030,679,0.664,731,650,714,650,734,324,259,224,3,0.558,60,RELEASE,11
20040,649,0.634,661,741,681,682,721,225,241,377,1,0.131,60,RELEASE,11
20050,656,0.641,651,748,747,719,680,350,381,314,2,0.294,60,RELEASE,11
20060,618,0.604,725,697,651,660,693,300,386,327,0,0.053,60,RELEASE,11
20070,637,0.623,674,670,691,685,658,339,209,386,1,0.169,60,RELEASE,11
20080,632,0.618,718,729,712,678,667,333,252,359,1,0.31,60,RELEASE,11
20090,646,0.631,680,711,705,660,675,354,282,384,1,0.219,60,RELEASE,11
20100,658,0.643,711,669,652,665,693,292,229,367,2,0.354,60,RELEASE,11
20110,664,0.649,678,679,681,659,740,250,335,378,2,0.32,60,RELEASE,11
20120,654,0.639,684,685,705,685,738,388,261,308,2,0.308,60,RELEASE,11
20130,686,0.671,674,713,709,706,744,269,379,383,3,0.501,60,RELEASE,11
20140,619,0.605,703,650,739,747,659,350,378,312,0,0.182,60,RELEASE,11
20150,628,0.614,707,740,744,692,659,358,273,213,1,0.313,60,RELEASE,11
20160,633,0.619,666,670,745,716,707,335,295,237,1,0.29,60,RELEASE,11
20170,629,0.615,658,681,660,735,683,304,345,346,1,0.157,60,RELEASE,11
20180,636,0.622,731,661,653,692,676,250,204,333,1,0.207,60,RELEASE,11
20190,655,0.64,738,717,745,693,664,289,241,338,2,0.407,60,RELEASE,11
20200,665,0.65,676,707,739,721,670,220,271,328,2,0.284,60,RELEASE,11
20210,612,0.598,722,741,655,736,749,385,216,272,0,0.036,60,RELEASE,11
20220,651,0.636,725,719,722,701,686,316,202,207,2,0.316,60,RELEASE,11
20230,640,0.626,713,691,692,658,663,290,331,201,1,0.227,60,RELEASE,11
20240,684,0.669,650,724,714,695,708,324,334,265,3,0.405,60,RELEASE,11
20250,646,0.631,739,689,691,700,684,240,284,323,1,0.14,60,RELEASE,11
20260,671,0.656,745,657,723,712,736,331,375,251,2,0.341,60,RELEASE,11
20270,686,0.671,654,734,719,730,738,223,285,344,3,0.551,60,RELEASE,11
20280,689,0.674,732,675,652,651,741,201,349,270,3,0.482,60,RELEASE,11
20290,637,0.623,733,719,722,701,680,353,235,353,1,0.296,60,RELEASE,11
20300,673,0.658,667,664,706,746,654,236,303,285,2,0.328,60,RELEASE,11
20310,651,0.636,664,666,700,694,712,321,355,386,2,0.322,60,RELEASE,11
20320,641,0.627,730,718,731,666,717,334,288,300,1,0.137,60,RELEASE,11
20330,642,0.628,722,732,700,722,672,294,359,358,1,0.24,60,RELEASE,11
20340,657,0.642,735,684,679,713,702,378,303,364,2,0.307,60,RELEASE,11
20350,605,0.591,683,705,745,674,662,262,301,393,0,0.017,60,RELEASE,11
20360,604,0.59,724,660,737,727,743,303,310,371,0,0.143,60,RELEASE,11
20370,668,0.653,651,689,686,698,747,274,363,274,2,0.243,60,RELEASE,11
20380,633,0.619,707,686,745,709,661,231,331,305,1,0.171,60,RELEASE,11
20390,608,0.594,747,700,743,669,688,350,240,243,0,0.177,60,RELEASE,11
20400,622,0.608,707,697,736,707,706,366,355,263,0,0.007,60,RELEASE,11
20410,661,0.646,743,734,737,734,675,378,320,249,2,0.243,60,RELEASE,11
20420,635,0.621,675,682,749,717,722,335,393,222,1,0.277,60,RELEASE,11
20430,642,0.628,749,670,671,658,683,386,353,328,1,0.305,60,RELEASE,11
20440,604,0.59,690,712,671,717,697,265,343,252,0,0.074,60,RELEASE,11
20450,685,0.67,714,728,713,737,717,390,261,280,3,0.453,60,RELEASE,11
20460,644,0.63,701,723,714,651,698,221,356,362,1,0.312,60,RELEASE,11
20470,623,0.609,743,679,733,691,720,305,249,301,0,0.072,60,RELEASE,11
20480,629,0.615,661,698,744,731,695,370,329,296,1,0.294,60,RELEASE,11
20490,679,0.664,703,684,701,682,734,283,271,378,3,0.443,60,RELEASE,11
20500,661,0.646,710,675,686,679,744,210,380,240,2,0.346,60,RELEASE,11
20510,612,0.598,712,731,739,674,693,341,268,258,0,0.105,60,RELEASE,11
20520,651,0.636,715,717,661,724,717,370,272,205,2,0.29,60,RELEASE,11
20530,630,0.616,735,702,655,682,678,220,323,381,1,0.313,60,RELEASE,11
20540,693,0.677,670,749,704,707,713,285,373,221,3,0.446,60,RELEASE,11
20550,659,0.644,660,696,680,726,667,221,383,344,2,0.42,60,RELEASE,11
20560,631,0.617,664,662,707,739,699,210,212,296,1,0.221,60,RELEASE,11
20570,637,0.623,650,688,676,685,681,368,342,230,1,0.31,60,RELEASE,11
20580,688,0.673,701,731,671,680,749,272,245,394,3,0.373,60,RELEASE,11
20590,642,0.628,650,693,706,658,654,278,313,208,1,0.211,60,RELEASE,11
20600,676,0.661,673,723,691,671,709,285,364,315,3,0.374,60,RELEASE,11
20610,673,0.658,723,739,738,702,677,342,387,387,2,0.412,60,RELEASE,11
20620,611,0.597,668,745,724,746,651,254,214,391,0,0.157,60,RELEASE,11
20630,614,0.6,692,723,666,747,673,273,315,229,0,0.135,60,RELEASE,11
20640,659,0.644,652,654,677,727,660,399,300,399,2,0.274,60,RELEASE,11
20650,682,0.667,697,695,677,656,720,293,281,287,3,0.394,60,RELEASE,11
20660,667,0.652,704,716,698,700,708,333,307,250,2,0.385,60,RELEASE,11
20670,651,0.636,742,669,659,675,697,290,313,213,2,0.342,60,RELEASE,11
20680,611,0.597,672,734,721,688,658,294,224,216,0,0.191,60,RELEASE,11
20690,659,0.644,716,734,706,721,663,238,343,217,2,0.334,60,RELEASE,11
20700,619,0.605,695,694,653,733,744,347,338,313,0,0.114,60,RELEASE,11
20710,617,0.603,688,693,746,749,667,374,358,327,0,0.175,60,RELEASE,11
20720,637,0.623,728,696,719,657,735,392,212,254,1,0.127,60,RELEASE,11
20730,642,0.628,653,720,709,661,708,381,243,215,1,0.256,60,RELEASE,11
20740,657,0.642,680,749,690,684,659,280,357,243,2,0.435,60,RELEASE,11
20750,617,0.603,732,728,735,688,691,381,323,229,0,0.074,60,RELEASE,11
20760,695,0.679,691,738,736,654,699,240,293,366,3,0.437,60,RELEASE,11
20770,656,0.641,686,656,654,728,700,305,335,383,2,0.347,60,RELEASE,11
20780,621,0.607,747,748,726,660,709,295,305,342,0,0.181,60,RELEASE,11
20790,645,0.63,737,692,671,652,663,329,260,359,1,0.267,60,RELEASE,11
20800,696,0.68,695,691,655,690,674,338,309,240,3,0.393,60,RELEASE,11
20810,645,0.63,735,697,712,688,659,397,392,386,1,0.213,60,RELEASE,11
20820,626,0.612,722,704,719,744,730,380,306,387,1,0.281,60,RELEASE,11
20830,684,0.669,676,690,677,665,684,363,383,298,3,0.557,60,RELEASE,11
20840,656,0.641,734,682,672,712,719,349,394,279,2,0.283,60,RELEASE,11
20850,624,0.61,666,688,726,741,724,366,223,365,0,0.094,60,RELEASE,11
20860,680,0.665,706,693,685,748,719,321,323,279,3,0.396,60,RELEASE,11
20870,695,0.679,675,660,701,674,680,284,244,314,3,0.39,60,RELEASE,11
20880,639,0.625,695,703,690,738,730,237,299,363,1,0.174,60,RELEASE,11
20890,656,0.641,715,730,679,659,748,260,390,235,2,0.398,60,RELEASE,11
20900,664,0.649,731,653,704,703,740,288,263,318,2,0.273,60,RELEASE,11
20910,621,0.607,674,730,708,706,703,243,379,275,0,0.035,60,RELEASE,11
20920,615,0.601,730,704,710,744,728,276,239,220,0,0.174,60,RELEASE,11
